url,author,title,top_image,text,date
https://www.diariovasco.com/opinion/delito-rebelion-estado-20190212003310-ntvo.html,['Diego López Garrido'],Delito de rebelión y Estado de Derecho,https://static1.diariovasco.com/www/multimedia/201902/12/media/cortadas/42179415-kPpC-U70616367574jO-624x385@Diario%20Vasco.JPG,"Delito de rebelión y Estado de Derecho No puede considerarse alzamiento violento cualquier acción contra el orden público. La rebelión debe tener una intensidad capaz de poner en riesgo la integridad territorial del Estado DIEGO LÓPEZ GARRIDO CATEDRÁTICO EMÉRITO DE DERECHO CONSTITUCIONAL DE LA UNIVERSIDAD DE CASTILLA-LA MANCHA Martes, 12 febrero 2019, 07:56

Hoy comienza el proceso al procés. Técnicamente, se juzga a personas, aunque no pueda evitarse que éstas -y su entorno- consideren que los tribunales españoles van a juzgar a un movimiento político, al independentismo catalán. Este, probablemente, querrá hacer otro juicio paralelo al Estado español. No estamos ni ante una cosa ni la otra. Es un enjuiciamiento de conductas de individuos, los líderes del procés. Por eso, enfoco mi análisis desde la perspectiva estrictamente jurídica, que es la que debe prevalecer en el juicio.",2019-02-12 07:56:55+01:00
https://www.diariovasco.com/opinion/contenedor-20190212003312-ntvo.html,['Rosa Belmonte'],Ni un contenedor,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"En España, 'Legal Eagles' (hacía mención a lo buenos que eran como abogados los protagonistas) se llamó 'Peligrosamente juntos'. Porque el peligro, exista o no, es una cosa que nos gusta. Una palabra de la que abusamos para la ficción (y de venganza, maldición, horizontes...). Torra espera que se le garantice la seguridad cuando vaya al Tribunal Supremo al inicio del juicio del procés. «Porque ir a Madrid tiene su riesgo», ha dicho en Catalunya Ràdio. Por otro lado, Beatriz Talegón escribió el 6 de febrero, cuando supo de la manifestación del domingo: «Espero que no haya muertes. Porque esto suena mucho a lo que hizo Leopoldo en Venezuela. Se parece mucho, de hecho. Demasiado». Discutiremos el recuento de manifestantes. Que si 45.000, que si 200.000. Que si pinchazo, que si éxito. Pero no ha habido bajas entre los salvajes fachas. Ni siquiera de contenedores. Estamos en Madrid 1936 y no nos hemos enterado. Espera, que sale Franco.",2019-02-12 07:55:38+01:00
https://www.diariovasco.com/opinion/resistencia-20190212003311-ntvo.html,['Juan Francisco Ferré'],Resistencia,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"España no es Venezuela, pero la situación política tiene un rasgo común. Un presidente enrocado en una estrategia inútil de resistencia y la oposición crispada tomando con encono las calles de la capital. Maduro está encantado. Y Trump también. En esto coinciden los dos impresentables. España se ha vuelto de pronto un país tercermundista. El virus venezolano era contagioso. Qué desgracia tan grande. No es la economía, por una vez, sino la política. La clase política, más empeñada que nunca en ser un sector del entretenimiento, como decía Frank Zappa, suministrando emociones fáciles e intrigas intensas a los votantes para que no vean la verdad. La verdad digital de la economía. La dura realidad de los números y los algoritmos.",2019-02-12 07:55:03+01:00
https://www.diariovasco.com/opinion/debate-necesario-20190212003313-ntvo.html,[],Un debate necesario,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"Un debate necesario Editorial Martes, 12 febrero 2019, 07:54

Las 273.000 firmas registradas ayer en el Congreso por los familiares de Maribel Tellaetxe, una vecina de Portugalete que lleva años pugnando con el alzhéimer, y los de Luis de Marcos, que murió en medio de un padecimiento insufrible a causa de la esclerosis múltiple, confirman tanto la existencia de una pulsión favorable a la legalización de la eutanasia como la extensión del debate social en torno a ella. Un debate que es necesario que se sustancie en las instituciones, de manera calmada y comprometida, no solo porque la ciudadanía está mostrándose madura para afrontarlo. También porque el asunto sujeto a discusión es tan delicado y trascendente como para suscitar profundos dilemas personales y colectivos que precisan un contraste con voces autorizadas, con las alternativas que pueda ofrecer el marco legal y con la disposición o no de los partidos a alcanzar un consenso sobre el alcance de la muerte digna. El testimonio de los Tellaetxe y de la viuda de De Marcos, reflejo de otros trances vitales semejantes, da cuerpo a una disyuntiva moral -cómo poner fin a la propia vida cuando no se atesora ya la capacidad de decidir sobre ella- que debe encararse con sentido de la responsabilidad y de la humanidad al margen de hasta dónde pueda llegar el debate.",2019-02-12 07:54:14+01:00
https://www.diariovasco.com/opinion/minimo-estabilidad-20190212003313-ntvo.html,[],Un mínimo de estabilidad,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"Un mínimo de estabilidad Editorial Bastará con que Sánchez despeje las incógnitas de su calendario electoral en el momento en que, mañana, se voten las enmiendas a sus Presupuestos Martes, 12 febrero 2019, 07:53

La política española lleva demasiado tiempo aportando problemas y crispación. Pero la legislatura se vuelve insostenible cuando el partido en el Gobierno no cuenta más que con 84 escaños en el Congreso, carece de aliados estables para asegurarse la mayoría parlamentaria y el presidente acaba vacilando con un globo sonda sobre la eventualidad de adelantar elecciones al 14 de abril, la hipótesis de un 'superdomingo' el 26 de mayo o la de resistir hasta otoño. Todo ello un mes después de haber anunciado su propósito de continuar hasta 2020 y aunque presentara la moción de censura contra Rajoy con el ánimo expreso de llamar a las urnas de inmediato. Olvidado ese detalle, puede ser comprensible que el presidente Sánchez tenga dudas sobre el mejor momento para convocar las próximas generales, en virtud de sus particulares intereses. Pero lo que no tiene justificación es que se jacte de sus cábalas -en persona o por rumor interpuesto- cuando la sola perspectiva de que 2019 será el año más electoral de la democracia española se vuelve un factor de inestabilidad que convendría despejar cuanto antes. Si mañana el Congreso echa atrás el proyecto presupuestario de Sánchez, éste no tendrá razón alguna para prolongar su mandato a cuenta de la 'agenda del cambio' que anuncia; puesto que una legislatura cobra sentido si los ciudadanos, los agentes sociales y económicos, tienen motivos para suponer que se cumplirá con el programa propuesto. Gobernar implica una interlocución constante con los sectores concernidos en cada proyecto legislativo, en cada decreto y en la liquidación de cada partida presupuestaria. Un país que está abocado a navegar en un entorno global de incertidumbres se encuentra, también, obligado a aportar algunas certezas tangibles para salir adelante; más allá de que las previsiones de crecimiento se sitúen por encima de los dos puntos, o de que todos sus representantes coincidan -aun divididos- en ensalzar las virtudes patrias. Esas certezas tienen que ver con la estabilidad, basada en la existencia de mayorías solventes, pero también en el mantenimiento de un mínimo clima de concordia que preserve la centralidad constitucional y la del desarrollo sostenible. Bastará por ello con que Sánchez despeje las incógnitas de su calendario electoral en el momento en que, mañana, se voten las enmiendas a la totalidad de sus Presupuestos.",2019-02-12 07:53:47+01:00
https://www.diariovasco.com/opinion/alienigenas-20190212003314-ntvo.html,['Santiago Aizarna'],Alienígenas,https://static2.diariovasco.com/www/multimedia/201902/12/media/cortadas/42173338-kpGD-U70616364389AXD-624x385@Diario%20Vasco.JPG,"Ahora que tanto se habla de ataúdes -hasta con reportaje de tres páginas- esta mañana que comienzo a escribir esto que escribo con la vista dirigida a Játiva- un pueblo valenciano de 30.000 habitantes donde cinco empresas llevan décadas dedicadas a fabricar féretros y donde dícese que ha habido trasiegos de cuerpos tan curiosos de ataúd a ataúd según qué circunstancias-, me veo obligado a decir que, cuando estoy tan maduro de años y años vividos en insolencia total de la muerte y en momento en el que estoy a punto de tenerme que tender a lo largo de uno de esos féretros -(¡qué lírica resonancia la de escribir y resonar ahí por donde nos late el estribo auditivo términos tan retumbantes!)- porque siento ya tan cerca el estridor tan silencioso de Polloe (valga el oxímoron), de quien primero me acuerdo es de aquel curioso personaje del primer Nobel ruso, Ivan Bunín (1870-1953), quien mentando a su pueblo natal, Sujodol (al mismo tiempo númen de toda su producción literaria), nos habló de un curioso personaje que estaba poseído de la manía de hacerse con un ataúd y acostarse todas las noches en él, una manía colindante con la draculiana de Vlad el Empalador el conde transilvano de Bram Stoker y con la del emperador dueño del mundo Carlos, que desde allí, desde su retiro de Yuste y por la picadura de un mosquito, se fue a donde no sabemos si a algún sitio iremos si no es a la memoria de quienes más nos odian (que es ése del odio el pegamento más eficaz), requiescat in pace que al fin y al cabo es lo único que apetecemos en esos momentos postreros cuando ya solo son helor todos los que antes fueron ardores y hervores y, el tal Carlos tuvo al menos la venada de estar presente en el ensayo de su propio funeral, manía de poder de emperadores supongo.",2019-02-12 07:52:33+01:00
https://www.diariovasco.com/opinion/democratas-20190212003315-ntvo.html,['José Mari Goienola'],Demócratas,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"Ahora que con Venezuela nos sentimos con derecho a la injerencia en la realidad política de otro país soberano, es necesario denunciar la inmensa hipocresía con que se juzga al débil y se perdona al poderoso. Porque si el problema es la situación de la población civil, hay otros países tan necesitados o más que Venezuela y de los que nunca nos preocupamos porque no es rentable políticamente. Hasta el extremo de criminalizar el voluntariado en el Mediterráneo, no vaya a ser que salven a unos inmigrantes que dejan al descubierto nuestras miserias éticas.",2019-02-12 07:51:25+01:00
https://www.diariovasco.com/opinion/enfermedad-soledad-20190212003315-ntvo.html,['José Agustín Arrieta'],La enfermedad de la soledad,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"Reconozco que el término soledad es ambivalente. A veces no viene mal ante tanto trajín poder hacer un parón, relajarte, meditar. Algo de esto he conocido en el mundo de los monasterios o los ejercicios de yoga en los centros de jubilados u otros lugares. O también ante el hecho de subir al monte y contemplar la naturaleza. Pero hablo de la soledad no deseada, cuando uno se siente abandonado y despreciado. Se habla mucho de la soledad en los mayores. Hay soledades terribles que ahogan al ser humano, porque este se siente arrinconado y carente de amor por los que deberían estar cerca de él. El escritor francés Víctor Hugo (1802-1885) dijo: «Todo el infierno está en una palabra: soledad». Y es verdad. Potenciemos la soledad positiva y aliviemos la terrible soledad negativa que padecen algunas personas. Gracias a toda esa gente que ofrece su tiempo a los demás. Gracias a Nagusilan.",2019-02-12 07:50:51+01:00
https://www.diariovasco.com/opinion/mujeres-cientificas-20190212003316-ntvo.html,['Antonio Sánchez Escudero'],Mujeres científicas,https://static2.diariovasco.com/squido/latest/assets/images/placeholders/diariovasco-placeholder.png,"Marie Curie, la científica polaca, es un claro ejemplo de que una mujer puede superar al hombre. Premio Nobel de Física en 1902 y Premio Nobel de Química en 1911. ¿Igualdad de géneros? Para nada. Hay muchas mujeres que están por encima de algunos hombres ignorantes que malgastan su tiempo en insultar a otras personas luciendo su prepotencia. Mujeres que deben ser reconocidas y remuneradas por su trabajo. Y hay hombres que hablan y mujeres que hacen. Es hora de darle un repaso al obsoleto sistema. Más de cien años han pasado desde que Madame Curie, cuyo nombre era María Salomea Sklodowska, recibiera toda clase de premios, para que ahora en pleno siglo XXI haya cuatro mujeres, que aparecen en este periódico, con una frase: «¡Sí se puede, se puede ser mujer científica!». Estoy con vosotras y os animo. Los hombres no han sido capaces de investigar a fondo y descubrir qué es lo que origina el Parkinson, para derrotarlo y liberarnos de este mal progresivo y hoy todavía incurable, pese a que hace 201 años desde que Mr. Parkinson lo descubrió. Si este señor levantara la cabeza no creería que aún no haya cura para este mal. Por eso tengo mi fe puesta en la mujer científica-investigadora, y que sea una de vosotras la investigadora y vencedora de este mal.

:: ANTONIO SÁNCHEZ ESCUDERO OIARTZUN",2019-02-12 07:50:14+01:00
https://www.diariovasco.com/politica/abogado-junqueras-eynde-20190212120533-ntrc.html,['Mateo Balín'],Los líderes del 'procés' basan toda su defensa en la vulneración de derechos políticos,https://static.diariovasco.com/www/multimedia/201902/12/media/cortadas/cronicas-proces-kz9H-RDtQJgYYqimxGdLPNJmxf5K-624x385@RC.JPG,"Las defensas de los 12 procesados en la causa del 'procés' secesionista han enseñado sus cartas en la primera sesión del juicio que se celebra en el Tribunal Supremo. Pese a dirimirse las llamadas cuestiones previas de la vista oral -en teoría exposiciones técnicas y reiteraciones de prueba que había sido rechazada de antemano por la Sala-, la mayoría de los abogados entraron de lleno en las consideraciones políticas. Una circunstancia que avivó al menos el debate jurídico, dejó titulares llamativos y despejó el camino de lo que serán los interrogatorios.

Al menos por parte de los abogados defensores -este miércoles será el turno de las acusaciones- en su particular lucha por enmendar las graves acusaciones de rebelión y/o malversación de caudales públicos que pesan sobre sus clientes. Con peticiones de pena que van desde los siete a los 25 años de cárcel, nada menos.

Así, la reiteradas referencias al sumario político era una estrategia previsible, tal y como habían reflejado los escritos de defensa. Pero el tribunal presidido por Manuel Marchena tuvo especial consideración en que los alegatos fueron expuestos sin cortapisas y con un único límite de tiempo: una hora y media para cada abogado.

Incluso algunos letrados, como el de Oriol Junqueras, principal procesado como «jefe principal o promotor» de la rebelión, se explayó largo y tendido contra el sistema de garantías de la jurisdicción española. Pero ni por esas fue cortado por Marchena. Quizá pensando en evitar cualquier discriminación del derecho de defensa ante una previsible «segunda vuelta» en el Tribunal Europeo de Derechos Humanos.

A Estrasburgo, sede de este órgano supranacional, ya dejaron entrever este martes que llegarán los letrados de Jordi Turull o de Jordi Cuixart con términos bastante gruesos, dando así por hecho de antemano una sentencia condenatoria.

Jordi Pina, defensor del primero, puso en duda la «falta de imparcialidad» de cuatro de los siete magistrados del tribunal, a quienes pidió que hicieran «de jueces y no de salvadores de la patria, porque de esto no va este procedimiento». Mientras que Benet Salellas, letrado del presidente de la plataforma cívica Òmnium Cultural, aseguró que celebrar este juicio era «una derrota colectiva de la sociedad española» porque «se opone a la esencia propia del Estado de Derecho» y atenta contra derechos fundamentales como el de expresión o reunión.

El que fuera diputado de la CUP advirtió de que si el tribunal no era consciente de que los fiscales «han criminalizado» las movilizaciones populares del 20 y 21 de septiembre y del 1 de octubre de 2017, Estrasburgo acabará pasando factura al Estado.

En suma, los abogados expusieron este martes ante la Sala unos mismos fines de partida, la vulneración sistemática de derechos fundamentales de sus clientes, pero distintos medios para lograr la absolución.

Pistoletazo de salida

El abogado de los procesados Oriol Junqueras y Raül Romeva ha dado el pistoletazo de salida a las intervenciones de las partes en el juicio del 'procés'. Como si se tratara de un ferviente hincha de su equipo de fútbol, Andreu Van den Eynde se ha puesto la camiseta amarilla de Esquerra Republicana (ERC), el partido de sus clientes, para hacer un ferviente alegato en favor del independentismo como «ideología legítima» y repudiando la «causa general» abierta contra sus simpatizantes.

El penalista catalán ha apoyado su discurso en la defensa del derecho de autodeterminación como «principio democrático» y ha recordado que la Constitución española «impide criminalizar la disidencia política (…), no se puede atentar contra ella».

Van den Eynde ha elevado el tono político de su discurso conforme se desarrollaba su intervención. El presidente del tribunal Manuel Marchena le ha permitido explayarse durante una hora y 20 minutos, por lo que el abogado ha tenido tiempo para denunciar de forma gráfica que en este proceso se están encausando «caceroladas» o el «lanzamiento de aviones de papel», unas acciones de mera protesta, según el letrado. «Se están criminalizando muestras de libertad de expresión. Esto es una causa general contra el independentismo catalán», ha remachado con cierta vehemencia.

El defensor de Junqueras, principal acusado en esta causa, a quien la Fiscalía le pide 25 años de prisión y otros 25 de inhabilitación absoluta por un delito de rebelión, ha sintetizado que el debate de este procedimiento «es si esta causa atenta contra la libertad de expresión o versa sobre un alzamiento público«. Y ha afirmado que los catalanes «protestamos porque estamos excluidos de determinadas decisiones. Si no tenemos derechos a opinar, tenemos derechos a protestar«.

«Vodevil procesal»

El discurso del abogado en las cuestiones previas ha sido sido, cuando menos, heterodoxo. Ha hecho un repaso a la jurisprudencia europea sobre el derecho a decidir, pero se ha cuidado muy mucho de descalificar de forma directa al Tribunal Supremo. «Autodeterminación es sinónimo de paz y no de guerra. Hay que devolver a los políticos« la capacidad resolver este conflicto, ha reclamado al tribunal.

En la parte procesal de la causa, Van den Eynde ha sido igualmente punzante con la instrucción del sumario. Ha tildado las múltiples causas que dieron origen a la querella por rebelión de la Fiscalía General -presentada a finales de octubre de 2017- como «vodevil procesal» y ha puesto énfasis en las supuestas irregularidades en las investigaciones desde 2016, sin que ningún juzgado argumentara qué se estaba investigando.

El abogado ha criticado, además, en el apartado de la presunción de inocencia que un autobús de Ciudadanos vaya por toda España dando a los procesados como condenados y pidiendo al Gobierno que nos le dé el indulto. «Todo esto parece un Fort West», ha criticado. «Llevamos más de un año con inocentes en prisión», concluyó el letrado de Junqueras y Romeva.",2019-02-12 20:14:56+01:00
